     atm_u           atm_v           atm_T           atm_q     
-3.10432000E+00   3.35465000E-01   2.90558000E+02   9.87244000E-03
-3.42282000E+00   3.39145000E-01   2.91129000E+02   9.82961000E-03
-3.35578000E+00   5.95927000E-01   2.91231000E+02   9.81872000E-03
-3.18611000E+00   2.86537000E-01   2.91067000E+02   9.83641000E-03
-2.64320000E+00   3.96332000E-01   2.90722000E+02   9.86116000E-03
-3.24774000E+00   6.30446000E-01   2.90972000E+02   9.84213000E-03
-3.21010000E+00  -3.67252000E-01   2.91246000E+02   9.82054000E-03
-2.52199000E+00  -4.31883000E-02   2.90990000E+02   9.84281000E-03
-2.32055000E+00  -2.77299000E-01   2.90683000E+02   9.86187000E-03
-2.59751000E+00  -2.88148000E-02   2.91289000E+02   9.82036000E-03
-2.38281000E+00   3.77266000E-02   2.90486000E+02   9.87515000E-03
-3.60157000E+00  -2.15451000E-01   2.91226000E+02   9.82097000E-03
-2.94957000E+00   3.15366000E-01   2.91071000E+02   9.83419000E-03
-3.14161000E+00   1.79389000E-02   2.91287000E+02   9.81446000E-03
-1.73575000E+00  -9.71171000E-03   2.90455000E+02   9.87976000E-03
-2.52336000E+00  -4.40328000E-01   2.90669000E+02   9.86428000E-03
-3.80953000E+00   4.26108000E-01   2.91521000E+02   9.79347000E-03
-3.31639000E+00   1.41851000E-01   2.91246000E+02   9.81874000E-03
-3.11886000E+00   4.39081000E-02   2.90969000E+02   9.83878000E-03
-2.52418000E+00  -3.88250000E-02   2.90270000E+02   9.89230000E-03
-3.23103000E+00  -1.94493000E-01   2.90909000E+02   9.84374000E-03
-3.68231000E+00  -6.05610000E-02   2.91055000E+02   9.83094000E-03
-2.66534000E+00  -1.75609000E-02   2.90849000E+02   9.84797000E-03
-3.28536000E+00  -7.76338000E-01   2.90670000E+02   9.85949000E-03
-2.34272000E+00   3.67584000E-02   2.90744000E+02   9.85514000E-03
-2.80289000E+00  -1.48536000E-01   2.91085000E+02   9.83152000E-03
-3.07183000E+00   1.75440000E-01   2.90844000E+02   9.84931000E-03
-3.07097000E+00  -2.46508000E-01   2.90731000E+02   9.85594000E-03
-3.68815000E+00   2.93113000E-01   2.91341000E+02   9.80963000E-03
-3.28445000E+00  -1.17861000E-01   2.91351000E+02   9.80877000E-03
-3.23680000E+00   4.74516000E-01   2.90701000E+02   9.86206000E-03
-3.89307000E+00  -1.47479000E-01   2.91237000E+02   9.81728000E-03
-2.75642000E+00  -1.28416000E-02   2.90735000E+02   9.85332000E-03
-2.69630000E+00  -1.98039000E-02   2.90995000E+02   9.83573000E-03
-2.94192000E+00  -2.24727000E-01   2.90910000E+02   9.84500000E-03
-2.89900000E+00  -4.19484000E-01   2.91292000E+02   9.81630000E-03
-2.49424000E+00  -1.54304000E-01   2.91392000E+02   9.80893000E-03
-2.92358000E+00  -1.07550000E-01   2.90554000E+02   9.86717000E-03
-3.49593000E+00  -7.24716000E-01   2.91187000E+02   9.82112000E-03
-2.74015000E+00  -4.84970000E-01   2.91375000E+02   9.80934000E-03
-3.10406000E+00   3.87081000E-01   2.91025000E+02   9.83459000E-03
-3.29051000E+00   2.96886000E-01   2.91301000E+02   9.81243000E-03
-3.37591000E+00  -8.80885000E-03   2.91210000E+02   9.81998000E-03
-3.27619000E+00  -4.36533000E-01   2.90961000E+02   9.83816000E-03
-2.63833000E+00   1.68715000E-01   2.90996000E+02   9.83801000E-03
-4.23035000E+00  -6.10697000E-01   2.91302000E+02   9.81384000E-03
-2.90708000E+00  -5.25410000E-02   2.91022000E+02   9.83264000E-03
-3.14257000E+00  -1.50242000E-01   2.91098000E+02   9.82764000E-03
-3.33998000E+00   3.64321000E-01   2.90733000E+02   9.85419000E-03
-3.10563000E+00   8.99748000E-02   2.91473000E+02   9.79745000E-03
-3.35959000E+00  -2.45352000E-01   2.91296000E+02   9.81319000E-03
-2.89406000E+00   1.11736000E-01   2.91241000E+02   9.81892000E-03
-3.46217000E+00  -1.92708000E-01   2.90756000E+02   9.84974000E-03
-3.06131000E+00   5.76087000E-02   2.91097000E+02   9.82589000E-03
-2.21163000E+00  -2.58092000E-02   2.90423000E+02   9.87866000E-03
-3.55242000E+00  -1.31382000E-01   2.91334000E+02   9.80753000E-03
-4.09094000E+00  -2.23047000E-01   2.91638000E+02   9.78589000E-03
-2.85742000E+00  -6.61574000E-01   2.90849000E+02   9.84423000E-03
-3.12597000E+00  -4.68053000E-01   2.90749000E+02   9.85385000E-03
-3.40781000E+00   4.79022000E-02   2.90655000E+02   9.86094000E-03
-3.35015000E+00  -1.65577000E-01   2.90906000E+02   9.83949000E-03
-3.00254000E+00   8.90178000E-02   2.91100000E+02   9.82753000E-03
-2.34288000E+00   1.14091000E-01   2.90892000E+02   9.84047000E-03
-3.28126000E+00   3.99655000E-02   2.90942000E+02   9.83789000E-03
-2.73864000E+00   3.22436000E-02   2.90699000E+02   9.85533000E-03
-3.18977000E+00  -4.13490000E-01   2.90737000E+02   9.85493000E-03
-2.53096000E+00   6.64752000E-02   2.90502000E+02   9.87237000E-03
-2.95337000E+00  -2.85399000E-01   2.91538000E+02   9.79962000E-03
-3.51207000E+00   7.90411000E-02   2.91232000E+02   9.81648000E-03
-3.79102000E+00  -1.33451000E-01   2.91061000E+02   9.82928000E-03
-3.05113000E+00   2.56885000E-01   2.91542000E+02   9.79308000E-03
-2.96959000E+00  -3.65765000E-01   2.91178000E+02   9.82152000E-03
-2.42595000E+00   1.35513000E-01   2.91070000E+02   9.82863000E-03
-2.39193000E+00   1.68821000E-01   2.90975000E+02   9.82924000E-03
-2.89767000E+00  -4.51097000E-01   2.91267000E+02   9.81257000E-03
-2.66620000E+00  -2.33522000E-01   2.91092000E+02   9.82257000E-03
-3.18493000E+00  -2.12154000E-01   2.91017000E+02   9.82945000E-03
-3.38968000E+00  -2.79923000E-01   2.90971000E+02   9.83362000E-03
-2.74729000E+00  -1.42965000E-01   2.91060000E+02   9.82783000E-03
-3.12295000E+00  -7.29348000E-01   2.91220000E+02   9.81524000E-03
-3.37369000E+00   3.60259000E-01   2.91210000E+02   9.81370000E-03
-2.97856000E+00  -2.36368000E-02   2.91277000E+02   9.81183000E-03
-3.99363000E+00   2.73322000E-02   2.91238000E+02   9.81314000E-03
-2.78638000E+00  -1.05763000E+00   2.90837000E+02   9.84432000E-03
-2.90517000E+00   5.71850000E-01   2.91246000E+02   9.81594000E-03
-2.68765000E+00   2.53565000E-01   2.91166000E+02   9.81924000E-03
-2.96028000E+00  -1.10043000E-01   2.90887000E+02   9.83870000E-03
-3.05193000E+00   4.51581000E-01   2.90895000E+02   9.83911000E-03
-3.62286000E+00  -3.54068000E-01   2.90950000E+02   9.83471000E-03
-3.09590000E+00   8.48665000E-02   2.90983000E+02   9.83629000E-03
-2.02212000E+00   5.65508000E-01   2.90460000E+02   9.86278000E-03
-2.51116000E+00   2.30477000E-01   2.90585000E+02   9.85942000E-03
-2.60923000E+00  -7.21078000E-01   2.90841000E+02   9.84163000E-03
-2.33472000E+00   1.74593000E-01   2.90853000E+02   9.84097000E-03
-2.83502000E+00  -1.43982000E-01   2.91083000E+02   9.82303000E-03
-2.90431000E+00  -3.29605000E-01   2.90726000E+02   9.84999000E-03
-2.25515000E+00  -6.97282000E-01   2.90489000E+02   9.86336000E-03
-2.68520000E+00   1.11926000E-01   2.90774000E+02   9.84928000E-03
-2.89341000E+00  -1.80577000E-01   2.90913000E+02   9.83720000E-03
-3.38011000E+00  -2.42780000E-01   2.90761000E+02   9.84876000E-03
-2.58566000E+00   4.70870000E-01   2.90708000E+02   9.85249000E-03
-3.26874000E+00  -3.30322000E-01   2.90717000E+02   9.85031000E-03
-2.54742000E+00   4.25368000E-01   2.90651000E+02   9.85168000E-03
-3.49543000E+00  -3.18831000E-01   2.91154000E+02   9.81798000E-03
-3.24880000E+00  -1.60077000E-01   2.90971000E+02   9.83064000E-03
-2.99015000E+00   5.97152000E-01   2.90921000E+02   9.83395000E-03
-2.30058000E+00  -4.89039000E-01   2.90243000E+02   9.87118000E-03
-2.82067000E+00  -4.40566000E-01   2.90015000E+02   9.88302000E-03
-3.34975000E+00   6.57066000E-02   2.90781000E+02   9.84328000E-03
-2.79555000E+00  -2.07020000E-01   2.90862000E+02   9.83798000E-03
-2.37068000E+00  -2.46155000E-01   2.90626000E+02   9.85101000E-03
-3.49395000E+00  -1.10098000E+00   2.90793000E+02   9.84140000E-03
-2.31736000E+00   3.07914000E-01   2.90700000E+02   9.84599000E-03
-3.44946000E+00  -3.58263000E-01   2.90842000E+02   9.83871000E-03
-3.13555000E+00   6.18380000E-01   2.91040000E+02   9.82687000E-03
-3.14757000E+00  -5.24053000E-01   2.91044000E+02   9.82537000E-03
-2.68699000E+00  -5.08608000E-01   2.90920000E+02   9.83291000E-03
-2.89548000E+00   2.93262000E-01   2.90428000E+02   9.86409000E-03
-2.89603000E+00  -3.17098000E-01   2.90325000E+02   9.86950000E-03
-2.89683000E+00   6.08050000E-01   2.90875000E+02   9.83476000E-03
-2.90939000E+00  -6.27866000E-01   2.90613000E+02   9.85401000E-03
-2.75912000E+00   2.34538000E-01   2.90918000E+02   9.83118000E-03
-2.53826000E+00   8.51062000E-01   2.90483000E+02   9.86252000E-03
-3.35063000E+00  -2.06120000E-01   2.91008000E+02   9.82543000E-03
-2.97711000E+00  -3.25640000E-01   2.90625000E+02   9.85217000E-03
-2.30694000E+00   1.67650000E-01   2.90408000E+02   9.86842000E-03
-2.84462000E+00  -3.93107000E-01   2.90842000E+02   9.84051000E-03
-2.43535000E+00  -8.46466000E-03   2.90398000E+02   9.86773000E-03
-3.06321000E+00   4.14668000E-01   2.90618000E+02   9.85399000E-03
-3.18831000E+00  -1.85498000E-01   2.91215000E+02   9.81443000E-03
-3.30504000E+00  -7.62863000E-02   2.91000000E+02   9.82587000E-03
-3.06564000E+00   3.18941000E-01   2.91254000E+02   9.81245000E-03
-3.28451000E+00   6.19721000E-01   2.91354000E+02   9.79892000E-03
-2.55193000E+00   1.72809000E-01   2.90412000E+02   9.86511000E-03
-2.58541000E+00  -7.51830000E-01   2.90578000E+02   9.85164000E-03
-3.10144000E+00  -5.04481000E-02   2.90596000E+02   9.85114000E-03
-2.66169000E+00  -1.95033000E-01   2.90834000E+02   9.83538000E-03
-3.06279000E+00  -2.42545000E-01   2.90973000E+02   9.82520000E-03
-2.77766000E+00   1.86721000E-01   2.90649000E+02   9.84798000E-03
-2.53507000E+00   1.87494000E-01   2.90948000E+02   9.82802000E-03
-3.36317000E+00  -3.66940000E-01   2.90950000E+02   9.82605000E-03
-2.87366000E+00   9.67475000E-01   2.90445000E+02   9.85463000E-03
-2.87584000E+00  -3.35127000E-02   2.90601000E+02   9.85104000E-03
-3.04685000E+00   2.68341000E-01   2.90258000E+02   9.86884000E-03
-3.00131000E+00   2.40190000E-01   2.91096000E+02   9.82366000E-03
-3.09220000E+00  -4.48066000E-02   2.90856000E+02   9.83417000E-03
-2.84508000E+00  -9.77142000E-03   2.90903000E+02   9.83627000E-03
-3.36254000E+00   3.25245000E-01   2.90951000E+02   9.83147000E-03
-2.86206000E+00   2.08646000E-01   2.90961000E+02   9.82429000E-03
-3.37012000E+00   2.38571000E-01   2.90881000E+02   9.83232000E-03
-2.58828000E+00  -9.72567000E-02   2.90793000E+02   9.83702000E-03
-2.95374000E+00  -4.45123000E-01   2.91032000E+02   9.82140000E-03
-2.00933000E+00  -1.23448000E-01   2.90489000E+02   9.85302000E-03
-2.64745000E+00  -1.88653000E-01   2.90102000E+02   9.87899000E-03
-2.48303000E+00  -2.53835000E-01   2.90007000E+02   9.88426000E-03
-2.99176000E+00   6.35995000E-02   2.90556000E+02   9.85398000E-03
-2.87958000E+00  -6.20067000E-01   2.90692000E+02   9.84357000E-03
-3.53573000E+00   6.14973000E-02   2.90974000E+02   9.82587000E-03
-3.22182000E+00   1.42476000E-01   2.90878000E+02   9.83390000E-03
-3.23201000E+00  -4.10174000E-01   2.90660000E+02   9.84526000E-03
-2.54015000E+00  -3.87075000E-01   2.90736000E+02   9.84361000E-03
-3.17708000E+00  -4.79365000E-01   2.90944000E+02   9.82826000E-03
-2.40992000E+00   4.53242000E-03   2.90506000E+02   9.85506000E-03
-3.20761000E+00   3.16994000E-01   2.90648000E+02   9.84679000E-03
-3.02538000E+00  -7.41807000E-03   2.90481000E+02   9.85315000E-03
-3.08407000E+00  -3.51502000E-02   2.90499000E+02   9.85165000E-03
-3.03445000E+00   3.94768000E-01   2.90797000E+02   9.83739000E-03
-3.23769000E+00   6.15682000E-01   2.91269000E+02   9.80638000E-03
-2.50154000E+00  -1.15849000E-01   2.90654000E+02   9.84343000E-03
-2.91545000E+00  -3.14313000E-01   2.90691000E+02   9.84287000E-03
-3.43430000E+00  -2.87897000E-01   2.91137000E+02   9.81518000E-03
-3.42413000E+00  -4.10438000E-01   2.90423000E+02   9.85322000E-03
-3.05333000E+00  -1.22123000E-01   2.90913000E+02   9.82966000E-03
-2.41432000E+00   2.45589000E-01   2.90022000E+02   9.87972000E-03
-2.62294000E+00  -3.43297000E-01   2.90881000E+02   9.83159000E-03
-2.37462000E+00  -4.65345000E-02   2.90343000E+02   9.85973000E-03
-2.35121000E+00   8.59674000E-02   2.90062000E+02   9.87185000E-03
-2.21161000E+00  -2.56908000E-01   2.90409000E+02   9.86187000E-03
-2.52358000E+00   7.94030000E-02   2.90901000E+02   9.82776000E-03
-2.88853000E+00   8.15984000E-02   2.90505000E+02   9.85054000E-03
-2.96496000E+00  -4.58167000E-01   2.90649000E+02   9.83876000E-03
-2.78009000E+00   4.20847000E-03   2.90791000E+02   9.83387000E-03
-2.90417000E+00   2.61221000E-01   2.90640000E+02   9.84381000E-03
-2.76085000E+00  -2.73227000E-01   2.90990000E+02   9.82335000E-03
-2.19064000E+00   1.64654000E-01   2.90239000E+02   9.86205000E-03
-2.85679000E+00  -3.85167000E-01   2.90622000E+02   9.84267000E-03
-2.86984000E+00   4.05432000E-02   2.90619000E+02   9.84481000E-03
-2.99710000E+00   2.90388000E-02   2.90430000E+02   9.85292000E-03
-3.52316000E+00   4.22680000E-01   2.90507000E+02   9.85066000E-03
-3.05793000E+00  -2.35275000E-01   2.90642000E+02   9.84356000E-03
-2.99945000E+00   3.02062000E-01   2.90434000E+02   9.85640000E-03
-3.22792000E+00  -1.37576000E-01   2.90656000E+02   9.84389000E-03
-2.78148000E+00  -5.02523000E-02   2.90666000E+02   9.84242000E-03
-3.09230000E+00   1.56967000E-01   2.90922000E+02   9.82754000E-03
-2.70723000E+00  -1.60585000E-01   2.90575000E+02   9.84690000E-03
-2.52630000E+00   5.61029000E-01   2.90180000E+02   9.86730000E-03
-2.45274000E+00   1.47259000E-01   2.90355000E+02   9.86034000E-03
-2.90595000E+00   1.73898000E-01   2.90714000E+02   9.83397000E-03
-2.75287000E+00  -6.23348000E-01   2.90428000E+02   9.85025000E-03
-3.14850000E+00   2.59867000E-01   2.90718000E+02   9.83574000E-03
-2.40354000E+00  -1.54734000E-01   2.90141000E+02   9.86535000E-03
-2.94877000E+00  -6.87095000E-01   2.90391000E+02   9.85040000E-03
-2.71339000E+00  -1.12298000E-01   2.90158000E+02   9.86473000E-03
-2.49193000E+00  -1.45561000E-01   2.90236000E+02   9.86049000E-03
-3.13806000E+00  -4.48944000E-01   2.90890000E+02   9.82169000E-03
-3.25936000E+00   6.18424000E-02   2.90884000E+02   9.82583000E-03
-3.03445000E+00  -2.26812000E-01   2.90792000E+02   9.83100000E-03
-3.38974000E+00   3.54516000E-02   2.90642000E+02   9.83915000E-03
-3.16743000E+00   3.48017000E-01   2.90524000E+02   9.84441000E-03
-2.75380000E+00  -4.80683000E-02   2.90406000E+02   9.84894000E-03
-3.58580000E+00  -1.04348000E-01   2.90926000E+02   9.82011000E-03
-3.08403000E+00  -3.24180000E-01   2.90910000E+02   9.82586000E-03
-2.63784000E+00  -3.62155000E-01   2.90519000E+02   9.84252000E-03
-1.81363000E+00  -2.35514000E-01   2.89880000E+02   9.87350000E-03
-3.28868000E+00  -1.44241000E-01   2.90589000E+02   9.83559000E-03
-3.53980000E+00   5.89341000E-01   2.90594000E+02   9.83976000E-03
-2.61457000E+00  -4.18950000E-01   2.90217000E+02   9.85850000E-03
-3.13543000E+00   2.19545000E-01   2.90923000E+02   9.82329000E-03
-2.86578000E+00  -3.02350000E-01   2.90837000E+02   9.82529000E-03
-2.47228000E+00  -3.09467000E-01   2.90679000E+02   9.83792000E-03
-2.57483000E+00  -5.15134000E-02   2.90388000E+02   9.85164000E-03
-3.52906000E+00  -5.37780000E-01   2.90753000E+02   9.83482000E-03
-2.58531000E+00   5.03381000E-01   2.90510000E+02   9.84597000E-03
-2.30916000E+00  -3.19097000E-01   2.90564000E+02   9.84358000E-03
-2.98053000E+00  -3.06320000E-01   2.90672000E+02   9.83725000E-03
-2.81307000E+00  -2.55863000E-01   2.90461000E+02   9.84590000E-03
-2.50461000E+00  -2.23237000E-01   2.90476000E+02   9.84382000E-03
-2.74064000E+00  -7.29612000E-01   2.90581000E+02   9.83917000E-03
-2.83591000E+00  -3.39406000E-01   2.90735000E+02   9.83386000E-03
-2.94365000E+00   6.76576000E-02   2.90555000E+02   9.83827000E-03
-2.31458000E+00   2.50324000E-01   2.90304000E+02   9.85105000E-03
-3.75582000E+00   1.11641000E-01   2.90716000E+02   9.83118000E-03
-3.50939000E+00  -1.14352000E-01   2.90734000E+02   9.83037000E-03
-3.51014000E+00  -5.67899000E-01   2.90686000E+02   9.83617000E-03
-3.43962000E+00   1.39603000E-01   2.90925000E+02   9.82247000E-03
-2.93489000E+00  -6.56900000E-01   2.90661000E+02   9.83663000E-03
-2.40584000E+00  -1.39699000E-01   2.90434000E+02   9.84771000E-03
-2.87203000E+00  -1.01914000E-01   2.90368000E+02   9.84825000E-03
-2.74295000E+00   2.94789000E-01   2.90409000E+02   9.84528000E-03
-3.30344000E+00   1.20206000E-01   2.90623000E+02   9.83732000E-03
-2.59810000E+00  -2.37387000E-01   2.90446000E+02   9.84559000E-03
-3.32231000E+00   4.69917000E-01   2.90570000E+02   9.83748000E-03
-3.19619000E+00  -2.91578000E-02   2.90402000E+02   9.84461000E-03
-2.83733000E+00  -3.47219000E-01   2.90584000E+02   9.83499000E-03
-3.12937000E+00  -2.61434000E-01   2.90387000E+02   9.84447000E-03
-1.68593000E+00   2.61287000E-01   2.90310000E+02   9.84957000E-03
-3.04545000E+00  -3.99094000E-01   2.90539000E+02   9.83584000E-03
-3.13897000E+00  -6.57820000E-01   2.90617000E+02   9.83461000E-03
-2.57798000E+00   6.71687000E-02   2.90204000E+02   9.85273000E-03
-2.60004000E+00  -7.10434000E-01   2.90365000E+02   9.84908000E-03
-2.13834000E+00   4.08317000E-01   2.90548000E+02   9.84015000E-03
-2.83276000E+00   5.96644000E-01   2.90066000E+02   9.86115000E-03
-3.15151000E+00   2.93542000E-01   2.90626000E+02   9.83749000E-03
-2.42505000E+00  -2.79052000E-01   2.90280000E+02   9.85149000E-03
-2.49849000E+00   1.35487000E-01   2.90347000E+02   9.84933000E-03
-3.09437000E+00  -2.25838000E-01   2.90632000E+02   9.83158000E-03
-2.94689000E+00   3.32232000E-01   2.90826000E+02   9.82289000E-03
-2.97686000E+00  -5.67863000E-01   2.90673000E+02   9.82981000E-03
-3.27889000E+00   3.42949000E-01   2.90644000E+02   9.83016000E-03
-3.11652000E+00  -6.76760000E-01   2.90591000E+02   9.83544000E-03
-2.65589000E+00   9.79825000E-02   2.90640000E+02   9.83066000E-03
-2.84790000E+00   1.37924000E-01   2.90279000E+02   9.84751000E-03
-2.77582000E+00  -3.91164000E-01   2.90369000E+02   9.84525000E-03
-2.80000000E+00  -3.43490000E-01   2.90799000E+02   9.82462000E-03
-2.36767000E+00   3.46031000E-01   2.90211000E+02   9.84860000E-03
-2.59112000E+00  -3.88635000E-01   2.90632000E+02   9.83063000E-03
-3.12981000E+00  -2.76586000E-01   2.90586000E+02   9.83580000E-03
-2.99771000E+00  -2.38943000E-01   2.90746000E+02   9.83025000E-03
-3.24358000E+00  -8.68530000E-02   2.90870000E+02   9.82018000E-03
-2.51546000E+00   2.92791000E-01   2.90121000E+02   9.85837000E-03
-2.52147000E+00   3.97199000E-02   2.90108000E+02   9.85717000E-03
-2.59622000E+00   5.24980000E-01   2.90337000E+02   9.84668000E-03
-2.76014000E+00  -4.69514000E-01   2.90709000E+02   9.82503000E-03
-2.55860000E+00  -4.40721000E-01   2.90333000E+02   9.84437000E-03
-2.25710000E+00  -7.14355000E-01   2.90234000E+02   9.85071000E-03
-2.30221000E+00   1.44118000E-01   2.90389000E+02   9.84207000E-03
-2.69588000E+00  -9.94689000E-02   2.90880000E+02   9.81913000E-03
-3.02574000E+00  -9.03991000E-01   2.90530000E+02   9.83049000E-03
-2.67010000E+00  -3.16052000E-02   2.90002000E+02   9.85636000E-03
-2.94912000E+00   5.17820000E-01   2.90433000E+02   9.84085000E-03
-2.21770000E+00  -3.18680000E-01   2.90363000E+02   9.84442000E-03
-3.44543000E+00   3.69243000E-02   2.90750000E+02   9.82631000E-03
-2.55201000E+00  -6.32931000E-01   2.90315000E+02   9.84514000E-03
-2.80506000E+00   5.32323000E-01   2.90112000E+02   9.85236000E-03
-3.14436000E+00  -3.85815000E-01   2.90602000E+02   9.82940000E-03
-3.26994000E+00   1.66592000E-02   2.90453000E+02   9.83498000E-03
-2.40222000E+00  -2.59052000E-01   2.90569000E+02   9.83108000E-03
-3.03302000E+00  -7.22694000E-03   2.90462000E+02   9.83654000E-03
-3.02479000E+00  -2.92310000E-01   2.90707000E+02   9.82363000E-03
-3.66157000E+00  -5.49203000E-01   2.90314000E+02   9.83994000E-03
-2.67717000E+00  -1.73719000E-01   2.90322000E+02   9.84001000E-03
-3.19433000E+00   4.06112000E-03   2.90781000E+02   9.81934000E-03
-3.21780000E+00  -3.79842000E-01   2.90757000E+02   9.82272000E-03
-2.06084000E+00   2.65528000E-01   2.90148000E+02   9.84648000E-03
-2.40316000E+00   3.34726000E-01   2.90250000E+02   9.84483000E-03
-2.73289000E+00  -5.04302000E-01   2.90182000E+02   9.84558000E-03
-3.16834000E+00  -1.38906000E-01   2.90752000E+02   9.82398000E-03
-2.15094000E+00  -3.11357000E-02   2.90993000E+02   9.81156000E-03
-3.43787000E+00   6.07587000E-01   2.90579000E+02   9.82731000E-03
-3.32276000E+00   2.45676000E-01   2.90189000E+02   9.84794000E-03
-3.22883000E+00  -4.63864000E-01   2.90364000E+02   9.83912000E-03
-2.81419000E+00   2.15173000E-01   2.90662000E+02   9.82499000E-03
-3.08394000E+00   7.17400000E-03   2.90607000E+02   9.82909000E-03
